mfcc_mean_0,mfcc_std_0,mfcc_mean_1,mfcc_std_1,mfcc_mean_2,mfcc_std_2,mfcc_mean_3,mfcc_std_3,mfcc_mean_4,mfcc_std_4,mfcc_mean_5,mfcc_std_5,mfcc_mean_6,mfcc_std_6,mfcc_mean_7,mfcc_std_7,mfcc_mean_8,mfcc_std_8,mfcc_mean_9,mfcc_std_9,mfcc_mean_10,mfcc_std_10,mfcc_mean_11,mfcc_std_11,mfcc_mean_12,mfcc_std_12,spectral_centroid_mean,spectral_bandwidth_mean,spectral_rolloff_mean,zcr_mean,rms_mean,tempo,chroma_mean_0,chroma_mean_1,chroma_mean_2,chroma_mean_3,chroma_mean_4,chroma_mean_5,chroma_mean_6,chroma_mean_7,chroma_mean_8,chroma_mean_9,chroma_mean_10,chroma_mean_11,mood,filename,file_id,file_id_clean
-313.45145,135.97543,96.72994,40.270958,3.194574,23.749945,-1.8150396,23.030912,-10.823709,22.205149,-14.782353,15.918825,-18.59438,11.910826,-20.012629,15.114172,-8.104417,18.18289,1.461063,23.651197,-3.479022,24.801624,-0.7911645,19.06988,-9.719881,13.75822,1573.4977861701902,1737.6187092354169,2868.5909873560854,0.06633142052051083,0.079077266,184.5703125,0.1233624,0.17300075,0.29667908,0.38831025,0.13876203,0.1920373,0.13549682,0.38829285,0.21760261,0.12453128,0.23455875,0.10980782,relaxed,87_Madison Beer - Reckless.wav,87,87
-256.9661,105.779144,123.162384,43.168365,-5.658721,26.626461,1.9636147,21.253885,-4.3029113,15.369825,-21.260197,14.150291,-17.531927,10.6151085,-9.188253,14.191805,-15.199293,8.903199,-7.095332,8.605323,-3.5042007,8.035082,-2.5333745,8.343692,-8.426673,7.803456,1548.785733224666,1772.7287287435843,2906.157426863632,0.07146026327883127,0.07559886,117.45383522727273,0.23141274,0.09502959,0.1456577,0.52321076,0.14437781,0.101649,0.0673749,0.19194296,0.4407083,0.23518655,0.37324372,0.18786138,relaxed,88_Night Changes - One Direction.wav,88,88
-204.88797,103.15046,122.08722,45.46842,9.841564,25.665144,20.620857,19.51312,18.796595,13.531062,1.1880099,15.10956,14.690347,14.086146,-3.3178427,13.0961485,11.876956,11.414953,5.057553,9.504106,-10.259064,10.746419,4.0870843,9.6797285,-2.4550302,8.7496,1657.6502081283447,2120.0376331919792,3343.2131173809985,0.0637233486116486,0.12142153,184.5703125,0.36813968,0.378063,0.24876207,0.23757216,0.29669794,0.22396694,0.25350535,0.23871705,0.41927457,0.506632,0.4379819,0.51274264,relaxed,89_NIKI - You'll Be in My Heart ft. Phil Collins.wav,89,89
-314.3921,94.49187,121.71545,36.249874,29.45544,16.92057,28.469948,17.618856,12.188804,14.567277,18.54783,11.122479,4.1141257,12.823549,12.241113,11.302666,-2.2687027,10.681122,10.222685,9.968214,4.6579194,9.899414,4.8105807,7.9842553,-2.0205479,8.765356,1122.1093717030415,1757.312219307374,2299.269429965654,0.031027401194852942,0.0877099,123.046875,0.15058947,0.29796684,0.24386044,0.21705042,0.26671317,0.28971025,0.37680867,0.42376852,0.52492386,0.5554523,0.3007102,0.17008431,relaxed,90_One Direction - 18.wav,90,90
-275.2767,132.10066,100.115944,29.454006,19.241339,22.616077,27.697073,18.56604,19.05102,18.631262,7.747189,11.358608,1.9356037,8.148783,5.455176,9.285789,8.346935,7.782924,5.950066,7.756944,2.488866,8.521639,6.091951,7.3728137,2.4079094,7.146233,1518.4396656915444,1977.345681147262,3347.3297591548953,0.05448493130804954,0.0924351,117.45383522727273,0.646756,0.4617284,0.33098203,0.31676036,0.40997684,0.3757836,0.40485984,0.4099993,0.32980752,0.34320822,0.38661948,0.5784817,relaxed,91_Ravyn Lenae - Love Me Not (Official Music Video).wav,91,91
-401.05692,59.776012,168.71466,33.263027,52.560337,30.1947,26.619698,14.402316,27.477621,9.369981,20.223097,12.826474,14.935599,10.149891,8.965595,6.3998837,6.630649,5.925863,6.73445,6.928949,6.159182,6.6370397,6.3690724,5.7268233,3.796256,6.804143,315.6202740204685,729.0644561793683,471.67214786305146,0.01067151521381579,0.064652674,135.99917763157896,0.60953295,0.57528234,0.586821,0.5808154,0.58498806,0.5743136,0.58419794,0.62433213,0.6242112,0.6350505,0.61389047,0.6373819,relaxed,92_Shawn Mendes - Mercy (Official Music Video).wav,92,92
-41.17891,81.420876,109.978676,32.900692,-27.42163,18.22258,34.001553,13.116596,2.8412182,11.397839,17.670837,8.06975,8.650521,6.177054,12.059707,7.654776,2.4174984,8.24917,9.820977,7.331544,5.618186,6.7416224,8.230863,7.139883,5.1204643,7.207592,1853.9171903321826,2033.1800457867037,3868.426608153541,0.072762598563274,0.28153536,92.28515625,0.4540649,0.5359868,0.44067857,0.53697324,0.4602301,0.59763587,0.4414275,0.36741102,0.47903016,0.42799628,0.43211427,0.3890188,relaxed,93_sombr - back to friends (official video).wav,93,93
-168.76315,100.01605,149.454,50.34606,-40.75546,31.975492,2.0791712,17.861906,-8.333592,14.582761,-20.797419,16.425545,-20.058714,11.191414,-11.49442,8.981996,-19.530014,12.987667,-3.3357115,18.43478,-24.147314,10.941903,-6.898599,9.902891,-14.588686,9.658831,1445.819997693667,1429.0181016779427,2772.324902797262,0.07936951250483747,0.15325084,103.359375,0.22957067,0.19931677,0.34837407,0.18303807,0.20307635,0.44901103,0.32349047,0.19900589,0.11987305,0.33536237,0.4566672,0.16866823,relaxed,94_Stephen Sanchez - Until I Found You.wav,94,94
-196.45834,71.892426,133.12033,37.710438,-13.252074,15.212219,18.9079,12.070787,-5.5363526,11.538619,-5.1467013,11.452814,1.6632309,8.514591,-2.4007797,11.157528,-8.212619,7.3584275,-13.378689,9.199856,-16.339117,7.3646226,-5.5357966,8.409206,-12.425765,8.106817,1446.9115013535306,1770.2136136612628,2795.7747609991775,0.06351473309307276,0.09565905,99.38401442307692,0.2460722,0.16793302,0.21178304,0.12557349,0.14167123,0.091175124,0.1552043,0.24026981,0.30785376,0.63560754,0.2847198,0.36940944,relaxed,95_SZA - Nobody Gets Me.wav,95,95
-314.12848,106.60245,132.19005,58.079395,18.750616,26.49666,6.413619,16.539423,-4.398094,14.534874,-10.808111,14.792164,-1.3987794,13.552416,-8.297149,14.110044,-10.059802,11.90347,-8.278919,10.567281,-9.690139,11.953703,0.4971748,7.7373652,-3.5782497,10.404553,1697.4389400397242,1883.6075265503705,3252.7219979017514,0.07637973466524768,0.048618123,151.99908088235293,0.20959166,0.08804406,0.11754235,0.061035145,0.065265276,0.06368263,0.25580466,0.7196232,0.30829713,0.350786,0.22144718,0.3403413,relaxed,96_Taylor Swift - Eldest Daughter.wav,96,96
-361.43695,101.92674,120.12122,27.73162,-6.8115373,19.49032,1.6755913,15.245387,1.7426906,11.171777,-6.882921,11.548796,-5.919538,11.329926,-16.309353,9.594947,-6.994334,10.786916,-10.624882,8.427127,-14.164802,8.0715,-12.040667,9.00259,-11.571583,8.876012,1595.8737272094932,1879.4135079871182,3124.5311063878676,0.07243077895220588,0.021609673,112.34714673913044,0.202064,0.44240597,0.3510589,0.19794048,0.38910726,0.15950307,0.16481136,0.1113607,0.31032324,0.4481838,0.21964021,0.3571817,relaxed,97_Taylor Swift - Snow On The Beach ft. Lana Del Rey.wav,97,97
-142.9384,108.21323,127.02558,40.002808,-1.3949505,27.179234,-4.7268157,22.06614,-12.798337,15.695854,-0.50361145,15.3672,1.0836371,17.694489,0.99064124,13.547742,6.7944736,11.580315,-6.601109,9.85452,-3.8922243,11.481431,-0.97158444,9.905938,2.1514041,9.536395,1610.8442087567396,1828.26429386841,3062.21481653928,0.0758566841621517,0.19326107,161.4990234375,0.2951381,0.50403106,0.22060144,0.18189353,0.33875507,0.26096433,0.29580924,0.18902394,0.31815577,0.46266642,0.24782772,0.2878237,relaxed,98_Teddy Swims - Lose Control (The Village Sessions).wav,98,98
-144.96289,109.55925,120.25279,24.007456,-27.976505,17.988209,12.974884,8.130121,-1.9151268,9.69786,1.5575818,7.1434374,-4.9011188,8.20014,0.40227455,7.1414742,-9.624699,9.03737,-7.7523317,7.900595,-9.075506,6.661805,-6.782441,6.48888,-9.353634,6.9250464,1756.644179164825,1962.7938102506866,3383.612873089203,0.0818895275009675,0.107632354,95.703125,0.16522174,0.4042738,0.7676057,0.38422987,0.42892915,0.30621427,0.5208422,0.21981545,0.18807386,0.40986052,0.17481007,0.18122958,relaxed,99_The 1975 - About You.wav,99,99
